Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"SHCBP1L","SHC Binding And Spindle Associated 1 Like","Protein Coding","Q9BZQ2","39","GC01M182899","4.65617084503174","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHCBP1L"
"TSC22D1","TSC22 Domain Family Member 1","Protein Coding","Q15714","47","GC13M044432","4.65526294708252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC22D1"
"RIN3","Ras And Rab Interactor 3","Protein Coding","Q8TB24","45","GC14P092513","4.65246057510376","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIN3"
"NTF4","Neurotrophin 4","Protein Coding","P34130","55","GC19M089187","4.65140056610107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTF4"
"IFNGR2","Interferon Gamma Receptor 2","Protein Coding","P38484","53","GC21P033402","4.64965152740479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNGR2"
"CRLF3","Cytokine Receptor Like Factor 3","Protein Coding","Q8IUI8","45","GC17M030769","4.6484637260437","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRLF3"
"RRP1","Ribosomal RNA Processing 1","Protein Coding","P56182","42","GC21P043789","4.64838409423828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRP1"
"BCAM","Basal Cell Adhesion Molecule (Lutheran Blood Group)","Protein Coding","P50895","46","GC19P103266","4.64741945266724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAM"
"ELK3","ETS Transcription Factor ELK3","Protein Coding","P41970","45","GC12P096194","4.64693880081177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELK3"
"CYP11B2","Cytochrome P450 Family 11 Subfamily B Member 2","Protein Coding","P19099","55","GC08M142910","4.64625644683838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP11B2"
"THADA","THADA Armadillo Repeat Containing","Protein Coding","Q6YHU6","45","GC02M043233","4.64611101150513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THADA"
"ITPR3","Inositol 1,4,5-Trisphosphate Receptor Type 3","Protein Coding","Q14573","55","GC06P033620","4.64319658279419","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR3"
"SLC25A11","Solute Carrier Family 25 Member 11","Protein Coding","Q02978","50","GC17M004937","4.64245319366455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A11"
"PBXIP1","PBX Homeobox Interacting Protein 1","Protein Coding","Q96AQ6","42","GC01M154944","4.64221239089966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBXIP1"
"BABAM2-AS1","BABAM2 Antisense RNA 1","RNA Gene","","15","GC02M028817","4.63951921463013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BABAM2-AS1"
"RNF213","Ring Finger Protein 213","Protein Coding","Q63HN8","48","GC17P080260","4.63947677612305","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF213"
"RPL28","Ribosomal Protein L28","Protein Coding","P46779","47","GC19P103732","4.63891220092773","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL28"
"HMGB2","High Mobility Group Box 2","Protein Coding","P26583","49","GC04M173331","4.6366081237793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB2"
"AIF1","Allograft Inflammatory Factor 1","Protein Coding","P55008","48","GC06P125491","4.63210821151733","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIF1"
"NEK9","NIMA Related Kinase 9","Protein Coding","Q8TD19","54","GC14M075079","4.62932729721069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK9"
"HHAT","Hedgehog Acyltransferase","Protein Coding","Q5VTY9","48","GC01P210328","4.6291618347168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HHAT"
"PTGIS","Prostaglandin I2 Synthase","Protein Coding","Q16647","54","GC20M049503","4.62188625335693","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGIS"
"ADGRE5","Adhesion G Protein-Coupled Receptor E5","Protein Coding","P48960","52","GC19P102536","4.62100791931152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRE5"
"CRTC3","CREB Regulated Transcription Coactivator 3","Protein Coding","Q6UUV7","45","GC15P090529","4.62067031860352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRTC3"
"MSX2","Msh Homeobox 2","Protein Coding","P35548","54","GC05P174724","4.62000036239624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX2"
"USP2","Ubiquitin Specific Peptidase 2","Protein Coding","O75604","51","GC11M119355","4.6183876991272","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP2"
"HNRNPD","Heterogeneous Nuclear Ribonucleoprotein D","Protein Coding","Q14103","48","GC04M082352","4.61738586425781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPD"
"ITCH","Itchy E3 Ubiquitin Protein Ligase","Protein Coding","Q96J02","55","GC20P034363","4.61735582351685","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITCH"
"PRKAR2A","Protein Kinase CAMP-Dependent Type II Regulatory Subunit Alpha","Protein Coding","P13861","52","GC03M048744","4.61516618728638","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR2A"
"FAM225A","Family With Sequence Similarity 225 Member A","RNA Gene","","20","GC09P113112","4.6123743057251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM225A"
"SLC25A5","Solute Carrier Family 25 Member 5","Protein Coding","P05141","50","GC0XP119468","4.6115140914917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5"
"RBM3","RNA Binding Motif Protein 3","Protein Coding","P98179","42","GC0XP048574","4.61061954498291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM3"
"SRARP","Steroid Receptor Associated And Regulated Protein","Protein Coding","Q8NEQ6","37","GC01P019584","4.60820055007935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRARP"
"H1-5","H1.5 Linker Histone, Cluster Member","Protein Coding","P16401","45","GC06M091690","4.60768747329712","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-5"
"CDCA7","Cell Division Cycle Associated 7","Protein Coding","Q9BWT1","50","GC02P173354","4.60744905471802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA7"
"ASAP1","ArfGAP With SH3 Domain, Ankyrin Repeat And PH Domain 1","Protein Coding","Q9ULH1","47","GC08M130052","4.6074366569519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASAP1"
"PF4","Platelet Factor 4","Protein Coding","P02776","49","GC04M073980","4.60655212402344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PF4"
"NAT10","N-Acetyltransferase 10","Protein Coding","Q9H0A0","47","GC11P034105","4.60601568222046","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT10"
"PRDM9","PR/SET Domain 9","Protein Coding","Q9NQV7","44","GC05P023443","4.60581922531128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM9"
"TARDBP","TAR DNA Binding Protein","Protein Coding","Q13148","56","GC01P012787","4.60445690155029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARDBP"
"PCCA","Propionyl-CoA Carboxylase Subunit Alpha","Protein Coding","P05165","55","GC13P100089","4.60194873809814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCCA"
"AKAP12","A-Kinase Anchoring Protein 12","Protein Coding","Q02952","51","GC06P151239","4.59929656982422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP12"
"INSM1","INSM Transcriptional Repressor 1","Protein Coding","Q01101","44","GC20P020368","4.59908723831177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSM1"
"CACNA1H","Calcium Voltage-Gated Channel Subunit Alpha1 H","Protein Coding","O95180","57","GC16P001153","4.59822368621826","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1H"
"TPM2","Tropomyosin 2","Protein Coding","P07951","55","GC09M035672","4.59658622741699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM2"
"PYGO2","Pygopus Family PHD Finger 2","Protein Coding","Q9BRQ0","44","GC01M154957","4.59646797180176","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGO2"
"IL10RA","Interleukin 10 Receptor Subunit Alpha","Protein Coding","Q13651","53","GC11P117988","4.59443187713623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10RA"
"PPAT","Phosphoribosyl Pyrophosphate Amidotransferase","Protein Coding","Q06203","50","GC04M056393","4.59184646606445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPAT"
"ERCC6L2","ERCC Excision Repair 6 Like 2","Protein Coding","Q5T890","46","GC09P095871","4.59087038040161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC6L2"
"IP6K2","Inositol Hexakisphosphate Kinase 2","Protein Coding","Q9UHH9","43","GC03M048688","4.58926773071289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IP6K2"
"NUDC","Nuclear Distribution C, Dynein Complex Regulator","Protein Coding","Q9Y266","51","GC01P034691","4.58664083480835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDC"
"MARK1","Microtubule Affinity Regulating Kinase 1","Protein Coding","Q9P0L2","49","GC01P220528","4.58581352233887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARK1"
"GSTO2","Glutathione S-Transferase Omega 2","Protein Coding","Q9H4Y5","48","GC10P104268","4.58532810211182","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTO2"
"GATD3","Glutamine Amidotransferase Class 1 Domain Containing 3","Protein Coding","P0DPI2","42","GC21P044140","4.58485984802246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATD3"
"RPL27A","Ribosomal Protein L27a","Protein Coding","P46776","47","GC11P008682","4.58173656463623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL27A"
"ACVRL1","Activin A Receptor Like Type 1","Protein Coding","P37023","59","GC12P051906","4.58125305175781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVRL1"
"DCTN1","Dynactin Subunit 1","Protein Coding","Q14203","56","GC02M074361","4.58024311065674","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN1"
"RPS5","Ribosomal Protein S5","Protein Coding","P46782","47","GC19P058386","4.57943725585938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS5"
"MYO6","Myosin VI","Protein Coding","Q9UM54","51","GC06P075749","4.57710456848145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO6"
"S100A10","S100 Calcium Binding Protein A10","Protein Coding","P60903","49","GC01M159694","4.57640838623047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A10"
"BTD","Biotinidase","Protein Coding","P43251","54","GC03P020404","4.57551240921021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTD"
"SEL1L","SEL1L Adaptor Subunit Of SYVN1 Ubiquitin Ligase","Protein Coding","Q9UBV2","49","GC14M081471","4.57474279403687","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEL1L"
"TCL1A","TCL1 Family AKT Coactivator A","Protein Coding","P56279","50","GC14M095709","4.57406711578369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCL1A"
"LOC130060715","ATAC-STARR-Seq Lymphoblastoid Silent Region 8435","Functional Element","","2","GC17P108505","4.57359552383423","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130060715"
"KAT6B","Lysine Acetyltransferase 6B","Protein Coding","Q8WYB5","53","GC10P074900","4.57326745986938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT6B"
"GDF10","Growth Differentiation Factor 10","Protein Coding","P55107","44","GC10P047300","4.57012128829956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF10"
"SOCS2","Suppressor Of Cytokine Signaling 2","Protein Coding","O14508","50","GC12P093569","4.57011938095093","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS2"
"MAEL","Maelstrom Spermatogenic Transposon Silencer","Protein Coding","Q96JY0","41","GC01P166979","4.56923913955688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAEL"
"HAT1","Histone Acetyltransferase 1","Protein Coding","O14929","48","GC02P171922","4.56916761398315","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAT1"
"TAF1B","TATA-Box Binding Protein Associated Factor, RNA Polymerase I Subunit B","Protein Coding","Q53T94","43","GC02P009845","4.56766223907471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF1B"
"USP53","Ubiquitin Specific Peptidase 53","Protein Coding","Q70EK8","47","GC04P119212","4.56684875488281","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP53"
"NAP1L1","Nucleosome Assembly Protein 1 Like 1","Protein Coding","P55209","45","GC12M076036","4.56337881088257","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAP1L1"
"RPL29","Ribosomal Protein L29","Protein Coding","P47914","47","GC03M053605","4.56229448318481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL29"
"HOXD3","Homeobox D3","Protein Coding","P31249","42","GC02P176136","4.55760383605957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXD3"
"RPS25","Ribosomal Protein S25","Protein Coding","P62851","44","GC11M119015","4.55733203887939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS25"
"USP22","Ubiquitin Specific Peptidase 22","Protein Coding","Q9UPT9","48","GC17M020999","4.55683851242065","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP22"
"MIR940","MicroRNA 940","RNA Gene","","18","GC16P002271","4.55675935745239","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR940"
"SNRPA","Small Nuclear Ribonucleoprotein Polypeptide A","Protein Coding","P09012","48","GC19P040750","4.55463027954102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPA"
"GCM2","Glial Cells Missing Transcription Factor 2","Protein Coding","O75603","49","GC06M010873","4.55278491973877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCM2"
"SETDB1","SET Domain Bifurcated Histone Lysine Methyltransferase 1","Protein Coding","Q15047","51","GC01P150926","4.55173063278198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETDB1"
"MGAT3","Beta-1,4-Mannosyl-Glycoprotein 4-Beta-N-Acetylglucosaminyltransferase","Protein Coding","Q09327","47","GC22P065164","4.54942798614502","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT3"
"LINC00504","Long Intergenic Non-Protein Coding RNA 504","RNA Gene","","22","GC04M014536","4.54834890365601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00504"
"AFG3L2","AFG3 Like Matrix AAA Peptidase Subunit 2","Protein Coding","Q9Y4W6","54","GC18M012328","4.5477728843689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFG3L2"
"SERPINB11","Serpin Family B Member 11","Protein Coding","Q96P15","36","GC18P063647","4.54375553131104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB11"
"GJA4","Gap Junction Protein Alpha 4","Protein Coding","P35212","50","GC01P034792","4.5437445640564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA4"
"PTGDR","Prostaglandin D2 Receptor","Protein Coding","Q13258","55","GC14P052267","4.54140663146973","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGDR"
"HTR1A","5-Hydroxytryptamine Receptor 1A","Protein Coding","P08908","55","GC05M063960","4.5413064956665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR1A"
"RPS2","Ribosomal Protein S2","Protein Coding","P15880","48","GC16M017298","4.53962993621826","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS2"
"SMAD9","SMAD Family Member 9","Protein Coding","O15198","55","GC13M036844","4.53888893127441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD9"
"POLI","DNA Polymerase Iota","Protein Coding","Q9UNA4","51","GC18P054274","4.53826999664307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLI"
"RRBP1","Ribosome Binding Protein 1","Protein Coding","Q9P2E9","45","GC20M017613","4.53727769851685","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRBP1"
"A2ML1","Alpha-2-Macroglobulin Like 1","Protein Coding","A8K2U0","49","GC12P008822","4.53544998168945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=A2ML1"
"ANKRD31","Ankyrin Repeat Domain 31","Protein Coding","Q8N7Z5","37","GC05M075068","4.53364324569702","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD31"
"GFPT1","Glutamine--Fructose-6-Phosphate Transaminase 1","Protein Coding","Q06210","55","GC02M069319","4.53102827072144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFPT1"
"SLAMF1","Signaling Lymphocytic Activation Molecule Family Member 1","Protein Coding","Q13291","50","GC01M160608","4.53083181381226","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLAMF1"
"TLX3","T Cell Leukemia Homeobox 3","Protein Coding","O43711","44","GC05P171309","4.53027009963989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLX3"
"CDK14","Cyclin Dependent Kinase 14","Protein Coding","O94921","45","GC07P090471","4.5299015045166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK14"
"DIAPH3","Diaphanous Related Formin 3","Protein Coding","Q9NSV4","51","GC13M059665","4.5293116569519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIAPH3"
"RPL10A","Ribosomal Protein L10a","Protein Coding","P62906","49","GC06P125617","4.52926635742188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL10A"
"SCAPER","S-Phase Cyclin A Associated Protein In The ER","Protein Coding","Q9BY12","45","GC15M076347","4.52914905548096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAPER"
"YBX2","Y-Box Binding Protein 2","Protein Coding","Q9Y2T7","46","GC17M007288","4.52893209457397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YBX2"
"CCT3","Chaperonin Containing TCP1 Subunit 3","Protein Coding","P49368","45","GC01M156308","4.52734518051147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT3"
"AP3D1","Adaptor Related Protein Complex 3 Subunit Delta 1","Protein Coding","O14617","50","GC19M018796","4.52731943130493","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP3D1"
"SETD7","SET Domain Containing 7, Histone Lysine Methyltransferase","Protein Coding","Q8WTS6","49","GC04M139495","4.52584075927734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD7"
"RAB1A","RAB1A, Member RAS Oncogene Family","Protein Coding","P62820","49","GC02M065072","4.52572107315063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB1A"
"TMEM185A","Transmembrane Protein 185A","Protein Coding","Q8NFB2","38","GC0XM149596","4.52482509613037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM185A"
"CPQ","Carboxypeptidase Q","Protein Coding","Q9Y646","47","GC08P096645","4.52473831176758","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPQ"
"DLX4","Distal-Less Homeobox 4","Protein Coding","Q92988","48","GC17P049968","4.52391958236694","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLX4"
"KIF23","Kinesin Family Member 23","Protein Coding","Q02241","51","GC15P069414","4.52260208129883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF23"
"MMP19","Matrix Metallopeptidase 19","Protein Coding","Q99542","54","GC12M055835","4.5206241607666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP19"
"DOCK4","Dedicator Of Cytokinesis 4","Protein Coding","Q8N1I0","50","GC07M111726","4.51738405227661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK4"
"CAMK2G","Calcium/Calmodulin Dependent Protein Kinase II Gamma","Protein Coding","Q13555","57","GC10M073812","4.51557540893555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK2G"
"KLF2","KLF Transcription Factor 2","Protein Coding","Q9Y5W3","48","GC19P102608","4.51433944702148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF2"
"RAC3","Rac Family Small GTPase 3","Protein Coding","P60763","51","GC17P082031","4.51213502883911","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC3"
"RAP1B","RAP1B, Member Of RAS Oncogene Family","Protein Coding","P61224","50","GC12P068610","4.51035022735596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1B"
